OID_,Date,Place,,geo_longitude,geo_latitude,Name,Sex,Notes_and_sources_,F8,F9,F10,F11,F12
266,1692,"Gloucester, MA",MA,-2.2458192,51.8653705,"Dolliver, Anne",f,"Examined. The daughter of Salem Reverend Higginson, and married a Gloucester seaman, who deserted her. She was living in Salem with her family at the time. (n.b., aka Ann Dolliber)(Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977; Heyrman, Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts, 1650-1750)",,,,,
267,1692,"Gloucester, MA",MA,-2.2458192,51.8653705,"Dyke, Rebecca",f,"Accused by """"Salem Girls. Examined. Anne Dolliver's sister in law (Sources: Heyrman", Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts," 1650-1750)""""",,
268,1692,"Gloucester, MA",MA,-2.2458192,51.8653705,"Elwell, Esther",f,"Accused by """"Salem Girls. Examined. Daughter of Grace Dutch", who had been accused of witchcraft ???? (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977; Heyrman, Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts," 1650-1750)""""",
269,1692,"Gloucester, MA",MA,-2.2458192,51.8653705,"Roe, Abigail",f,"Accused by """"Salem Girls. Examined. Margaret Prince's Granddaughter. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977; Heyrman", Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts," 1650-1750)""""",,
24,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Clawson, Elizabeth",f,"Acquitted. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
25,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Harvey, Hannah",f,"Jury found no bill. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
26,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Harvey, Mary",f,"Jury found no bill. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
27,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Miller, ""Goody"",",f,"Acquitted. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
28,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Staples, Mary",f,"(Second Trial) Acquitted. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
29,1692,"Fairfield, CT",CT,-73.37486,41.2943069,"Disborough, Mercy",f,"Convicted, but reprieved. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
79,1692,"Chelmsford, MA",MA,-71.3672838,42.5998139,"Sparks, Martha",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
75,1692,"Charleston, MA",MA,-71.4847749,42.979742,"Carey, Elizabeth",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959) (aka Cary, Elizabeth Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)",,,,,
76,1692,"Charleston, MA",MA,-71.4847749,42.979742,"Carey, Nathaniel",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
276,1692,"Boxford, MA",MA,-70.986077,42.673619,"Eames, Robert",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
274,1692,"Boston, MA",MA,-71.0602778,42.3583333,"Alden, John (Cpt)",m,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
80,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Abbott, Goodman",m,"Accused (Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
81,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Andrews, M.",m,"Accused (Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
82,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Toothaker, (fnu)",f,Examined. (Daughter of Mary) (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
83,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Toothaker, Jerson",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)(aka Jason),,,,,
84,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Toothaker, Mary",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
85,1692,"Billerica, MA",MA,-71.268947,42.5584264,"Toothaker, Roger",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
238,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Hoar, Dorcas",f,Confessed. Her execution was delayed. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
239,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Merrill, Sarah",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
240,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Morey, Sarah",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
241,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Riste, Sarah",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
242,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Roots, Susannah",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
243,1692,"Beverly, MA",MA,-70.8800491,42.5584284,"Tookey, Job",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)(Aka Tukey),,,,,
90,1692,"Andover, MA",MA,-71.1408776,42.65717,"Baker, Mrs. Ebeneazer",f,"Accused (Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
91,1692,"Andover, MA",MA,-71.1408776,42.65717,"Barker, Abigail",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
92,1692,"Andover, MA",MA,-71.1408776,42.65717,"Barker, Mary",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
93,1692,"Andover, MA",MA,-71.1408776,42.65717,"Barker, William (Jr.)",m,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
94,1692,"Andover, MA",MA,-71.1408776,42.65717,"Barker, William (Sr.)",m,Confessed. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
95,1692,"Andover, MA",MA,-71.1408776,42.65717,"Barry, William",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
96,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bradstreet, Justice Dudley",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
97,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bradstreet, John",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
98,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bridges, Mary (Jr)",f,Accused. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
99,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bridges, Mary (Sr)",f,Accused. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
100,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bridges, Sarah",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
101,1692,"Andover, MA",MA,-71.1408776,42.65717,"Bromage, Hannah",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
102,1692,"Andover, MA",MA,-71.1408776,42.65717,"Carrier, Andrew",m,Verdict? Son of Thomas and Martha Carrier (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
103,1692,"Andover, MA",MA,-71.1408776,42.65717,"Carrier, Martha",f,"Hanged (People in Andover had been living in fear of her """"Powers for years) (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)""""",,,,,
104,1692,"Andover, MA",MA,-71.1408776,42.65717,"Carrier, Richard",m,Verdict? Son of Thomas and Martha Carrier (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
105,1692,"Andover, MA",MA,-71.1408776,42.65717,"Carrier, Sarah",f,Confessed. Daughter of Thomas and Martha Carrier (Age 8) (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
106,1692,"Andover, MA",MA,-71.1408776,42.65717,"Carrier, Thomas (Jr.)",m,Confessed. Son of Thomas and Martha Carrier (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
107,1692,"Andover, MA",MA,-71.1408776,42.65717,"Cave, Sarah",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
108,1692,"Andover, MA",MA,-71.1408776,42.65717,"Dane, Deliverance",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
109,1692,"Andover, MA",MA,-71.1408776,42.65717,"Dane, Mrs Nathan",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
110,1692,"Andover, MA",MA,-71.1408776,42.65717,"Draper, Joseph",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
111,1692,"Andover, MA",MA,-71.1408776,42.65717,"Eames, Daniel",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
112,1692,"Andover, MA",MA,-71.1408776,42.65717,"Eames, Rebecca",f,"Tried and condemned, Repreived? (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977, Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959 (The latter gives Bixford as her home)",,,,,
113,1692,"Andover, MA",MA,-71.1408776,42.65717,"Farrington, Edward",m,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
114,1692,"Andover, MA",MA,-71.1408776,42.65717,"Faulkner, Abigail (Jr)",f,"Tried and condemned, pleaded Pregnancy. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)",,,,,
115,1692,"Andover, MA",MA,-71.1408776,42.65717,"Faulkner, Dorothy",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
116,1692,"Andover, MA",MA,-71.1408776,42.65717,"Foster, Ann",f,Tried and condemned. Died in Prison? (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
117,1692,"Andover, MA",MA,-71.1408776,42.65717,"Fry, Eunice",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
118,1692,"Andover, MA",MA,-71.1408776,42.65717,"Hawkes, Sarah",f,"Examined May be related to the Quaker Hawkes' of Marblehead? (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977; Heyrman, Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts, 1650-1750)",,,,,
119,1692,"Andover, MA",MA,-71.1408776,42.65717,"Johnson, Abigail",f,Examined. Age 11. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
120,1692,"Andover, MA",MA,-71.1408776,42.65717,"Johnson, Elizabeth (Jr)",f,Examined. Age 22. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
121,1692,"Andover, MA",MA,-71.1408776,42.65717,"Johnson, Elizabeth (Sr)",f,Examined. Age 51. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
122,1692,"Andover, MA",MA,-71.1408776,42.65717,"Johnson, Rebecca",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
123,1692,"Andover, MA",MA,-71.1408776,42.65717,"Johnson, Stephen",m,Examined. Age 13. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
124,1692,"Andover, MA",MA,-71.1408776,42.65717,"Lacy, Mary (Jr)",f,Tried and condemned. Age 15. Grandaughter of Ann Foster. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
125,1692,"Andover, MA",MA,-71.1408776,42.65717,"Lacy, Mary (Sr)",f,"Tried and condemned. Reprived? Daughter of Ann Foster (Andover) (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977, Robbins, Russell Hope. The Encyclopedia of Demonology and Witchcraft. New York: Bonanza Books, 1959)",,,,,
126,1692,"Andover, MA",MA,-71.1408776,42.65717,"Laundry, John",m,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
127,1692,"Andover, MA",MA,-71.1408776,42.65717,"Lee, John",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
128,1692,"Andover, MA",MA,-71.1408776,42.65717,"Marston, Mary",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
129,1692,"Andover, MA",MA,-71.1408776,42.65717,"Osborne, Mary",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
130,1692,"Andover, MA",MA,-71.1408776,42.65717,"Osgood, Mary",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
131,1692,"Andover, MA",MA,-71.1408776,42.65717,"Paine, Ellizabeth",f,"Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977) (Aka Payne, Elizabeth)",,,,,
132,1692,"Andover, MA",MA,-71.1408776,42.65717,"Parker, Mary",f,Hanged (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
133,1692,"Andover, MA",MA,-71.1408776,42.65717,"Parker, Sarah",f,Examined (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
134,1692,"Andover, MA",MA,-71.1408776,42.65717,"Post, Sarah",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
135,1692,"Andover, MA",MA,-71.1408776,42.65717,"Post, Susannah",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
136,1692,"Andover, MA",MA,-71.1408776,42.65717,"Salter, Henry",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
137,1692,"Andover, MA",MA,-71.1408776,42.65717,"Sawdy, John",m,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
138,1692,"Andover, MA",MA,-71.1408776,42.65717,"Tyler, Hannah",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
139,1692,"Andover, MA",MA,-71.1408776,42.65717,"Tyler, Johanna",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
140,1692,"Andover, MA",MA,-71.1408776,42.65717,"Tyler, Martha",f,Confessed (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
141,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wardwell, Mary",f,"(Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
142,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wardwell, Mercy",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
143,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wardwell, Samuel",f,"Hanged. Probably the """"Village Fortune Teller (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977; Heyrman", Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts," 1650-1750)""""",,
144,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wardwell, Sarah",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
145,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wilson, Sarah (Jr.)",f,Examined. (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
146,1692,"Andover, MA",MA,-71.1408776,42.65717,"Wilson, Sarah (Sr.)",f,Confessed (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
277,1692,"Andover, MA",MA,-71.13987,42.657092,"Faulkner, Abigail (Sr)",f,Tried and condemned (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977)),,,,,
180,1692,"Amesbury, MA",MA,-70.9300548,42.8584235,"Martin, Susannah",f,executed (Sources: Boyer and Nissenbaum. The Salem Witchcraft papers. 1977),,,,,
182,1688,"Salem, MA",MA,-70.8967226,42.5195292,"Glover, ""Goody""",f,"Executed. Probably the last person Hanged for witchcraft in Boston. (May be the Irish Catholic that Cotton Mather wrote about) (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
56,1683,"Hartford, CT",CT,-72.6830523,41.7634935,"Desborough, Nicholas",m,"Suspicioned. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
252,1679,"Newbury, MA",MA,-70.8610435,42.7961518,"Gowell, Caleb",m,"A seaman accused of disturbing the Morse household. He served his apprenticeship with the """"Wizard Francis Norwood (Source: Heyrman", Christine. Commerce and Culture, The Maritime Communities of Colonial Massachusetts," 1650-1750)""""",,
14,1678,"Norfolk, VA",VA,-76.25731107,36.9306505,"Cartwrite, Alice",f,"Acquitted. (Source: Davis, Richard Beale ""The Devil in Virginia in the Seventeenth Century Virginia Magazine of History and Biography 65 (1957) 131-49.)""",,,,,
13,1675,"Norfolk, VA",VA,-76.25731107,36.9306505,"Jenkins, Jane/Joan",f,"Not tried. (Source: Davis, Richard Beale ""The Devil in Virginia in the Seventeenth Century Virginia Magazine of History and Biography 65 (1957) 131-49.)""",,,,,
273,1671,"Northumberland, VT",VT,-76.475,37.920556,"Neal, Mrs Christopher",f,"Not tried. Charges brought against the accuser of a """"Woman and her Children. (Source: Davis"," Richard Beale """"The Devil in Virginia in the Seventeenth Century"""" Virginia Magazine of History and Biography 65 (1957) 131-49.)""""",,,,
72,1671,"Groton, CT",CT,-72.0773654,41.3506989,????,f,"Accused by 16 year old Elizabeth Knap. (Source: Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books, 1959)",,,,,
60,1670,"Wethersfield, CT",CT,-72.6525922,41.7142665,"Harrison, Katharine",f,"Found Guily and banished from Connecticut (Sources: Lyon, John ""Witchcraft in New York New York Historical Society Collections 2 (1869): 273-6.)""",,,,,
39,1665,"Brookhaven, NY",NY,-72.9153827,40.7792653,"Hall, Mrs Ralph (Mary)",f,"Acquitted (Sources: Lyon, John ""Witchcraft in New York New York Historical Society Collections 2 (1869): 273-6.", Robbins, Russell Hope. The Encyclopedia of Witchcraft and Demonology. New York: Bonanza Books," 1959)""""",,
40,1665,"Brookhaven, NY",NY,-72.9153827,40.7792653,"Hall, Ralph",m,"Acquitted (Sources: Lyon, John ""Witchcraft in New York New York Historical Society Collections 2 (1869): 273-6.)""",,,,,
45,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Ayres, Goodwife",f,"Deathbed accusation by the 8 year old daughter of John Kelley of """"disturbing both her and the older Anna Cole. Found guilty by the Water Test", she escaped prison and fled the Colony. (Sources: Drake," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)"""""
46,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Ayres, William",m,"Accused by the daughter of John Kelley of """"disturbing Anna Cole. Found guilty by the Water Test", he escaped prison and fled the Colony. (Sources: Drake," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)"""""
47,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Grant, Mrs. Peter",f,"? (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
48,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Greensmith, Rebecca",f,"Hanged. Accused by William Ayres and the victim of """"disturbing Anna Cole. She confessed and implicated her husband and several others. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
49,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Palmer, Katherine",f,"? (Sources: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",,,
50,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Sanford, Mary",f,"Hanged. Accused by William Ayres and the victim of """"disturbing Anna Cole. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
51,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Seager, Elizabeth",f,"Wife of Richard Seager. Tried three times, acquitted twice. She was found guilty the last time, but was discharged ""under suspicion. Accused of ""disturbing"" Anna Cole. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
52,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Varleth, Judith",f,"Found guilty 1/6. She was released after her brother in law, Peter Stuvesant, intervened. Accused of ""disturbing the daughter of John Kelley. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
53,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Wakely, James",m,"Verdict unknown, but since he quickly escaped to Rhode Island, it was probably Guilty. Accused of ""disturbing the daughter of John Kelley. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 1885): 788-817)""""",
54,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Greensmith, Nathanial",m,"Hanged (2/24). Accused by his wife Rebecca, and either by the deathbed statement of the daughter of John Kelley of ""disturbing Anna Cole. (Fairly well-to-do). He had been accused in 1650 of stealing by William Eares (Ayres) (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
55,1662,"Hartford, CT",CT,-72.6830523,41.7634935,"Sanford, Andrew",m,"Acquitted. Accused of """"disturbing Anna Cole or the daughter of John Kelley. (Sources: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817)""""",
42,1662,"Farmington, CT",CT,-72.8320435,41.7198216,"Barnes, Mary",f,"Accused (by Rebecca Greensmith's confession?) with Elizabeth Seager, and tried on 6 Jan, 1662-3. Hanged January 1663 in Bristol.. (Sources: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725", Levermore," Charles H. """"Witchcraft in Connecticut"""" New Englander 44 (1885): 788-817; Majerus"," Jackie. 'Witchcraft Panic to be aired by society.' Bristol Times (6 September 2006) http://www.bristolpress.com/articles/2006/09/06/front%20page/17155672.txt Accessed on 1 June 2009)""""",1157500800000; 1157500800000; 1243814400000,1.16E+12
5,1661,"Charles County, MD",MD,-77.2049789,38.3976244,"Mitchell, Joan",f,"Technically not a Witchcraft Trial, but rather an accused witch bringing suit against four people for slandering her. However, it appears that Joan Mitchell had long been accused. (Sources: Maryland Archives, Charles County Court Proceedings (1658-1662) Parke, Frances Neal ""Witchcraft in Maryland"," Maryland Historical Magazine 31:4 (Dec 1936) p.271-298.)""""",,,,
272,1660,"Plymoth, MA",MA,-70.6677778,41.9583333,"Holmes, Mrs. W (fnu)",f,"Acquitted. Her accuseer needed to make a public statement. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
32,1660,"Long Island, MY",MY,-73.09918527,40.8517821,"Wright, Mary",f,"Acquitted. She had been accused of witchcraft in Oyster Bay, and sent to Massachusetts for trail; Convicted of being Quaker and banished. (Sources: Lyon, John ""Witchcraft in New York New York Historical Society Collections 2 (1869): 273-6. Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725; )""""",,,
271,1660,"Cambrdige, MA",MA,-71.1061111,42.375,"Holman, Winifred",f,"Unknown Verdict. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
65,1658,"Saybrook, CT",CT,-72.3761956,41.2917652,"Jennings, Margaret",f,"Released when the jury became Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
66,1658,"Saybrook, CT",CT,-72.3761956,41.2917652,"Jennings, Nicholas",m,"Released when the jury became Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
155,1658,"Jamestown, MA",MA,-71.0880139,42.27231,"Grade, Katherine",f,"Hanged at sea, Cpt. Bennet was call for by a jury, but no verdict (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
59,1658,"Easthampton, MA",MA,-72.66898,42.266757,"Garlick, Eliz. ""Goody""",f,"Brought before the Magistrates of East Hampton on 5/5/1658, and sent to Connecticut for trial. Released but had to pay court costs. Husband Joshua Garlick of East Hampton. (Sources: Lyon, John ""Witchcraft in New York New York Historical Society Collections 2 (1869):273-6. Drake"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",,,,
38,1657,"New Haven, CT",CT,-72.9250518,41.3082138,"Meaker, William",m,"Acquitted. (It's likely that this is the same """"William Meeker who", in 1649 married Sarah Preston, and who later relocated to Newark, N.J.) (Source: Drake," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)"""""
181,1656,"Salem, MA",MA,-70.8967226,42.5195292,"Hibbins, Anne",f,"Hanged (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
